Time,Lat,Lon,Press[mbar],Alt[m],Temp[°C],Hum[%],HDX[°C],Speed[km/h],DP[°C]
2023-09-13T19:41:28+02:00,41.3745919,2.121358,1014,53,25.3,69,32.9,2,19.2
2023-09-13T19:41:31+02:00,41.3745768,2.1213484,1014,53,25.3,69,32.9,2,19.2
2023-09-13T19:41:40+02:00,41.3745493,2.1213854,1014,53,25.3,69,32.9,2,19.2
2023-09-13T19:41:43+02:00,41.3745414,2.1214117,1014,52,25.2,69,32.8,3,19.2
2023-09-13T19:41:46+02:00,41.3745399,2.1214385,1014,52,25.2,69,32.9,1,19.2
2023-09-13T19:41:49+02:00,41.3745355,2.1214538,1014,52,25.2,69,32.7,2,19.1
2023-09-13T19:41:52+02:00,41.3745037,2.1214681,1014,53,25.3,68,32.8,3,19.1
2023-09-13T19:41:55+02:00,41.374462,2.1214925,1014,52,25.2,68,32.8,5,19.1
2023-09-13T19:41:58+02:00,41.374409,2.1215164,1014,53,25.2,69,32.8,4,19.1
2023-09-13T19:42:01+02:00,41.3743725,2.1215426,1014,52,25.2,69,32.8,3,19.1
2023-09-13T19:42:04+02:00,41.3743425,2.1215671,1014,52,25.2,69,32.8,3,19.1
2023-09-13T19:42:10+02:00,41.374293,2.1216204,1014,52,25.2,69,32.8,2,19.1
2023-09-13T19:42:13+02:00,41.3742871,2.1216467,1014,52,25.2,69,32.8,4,19.2
2023-09-13T19:42:16+02:00,41.3742825,2.1216935,1014,52,25.2,69,32.7,3,19.1
2023-09-13T19:42:22+02:00,41.374281,2.1217778,1014,52,25.2,69,32.8,1,19.1
2023-09-13T19:42:28+02:00,41.374274,2.1218076,1014,52,25.2,69,32.8,2,19.1
2023-09-13T19:42:34+02:00,41.3742755,2.121829,1014,52,25.2,69,32.7,0,19.1
2023-09-13T19:42:40+02:00,41.3742798,2.1218655,1014,51,25.2,69,32.7,1,19.1
2023-09-13T19:42:46+02:00,41.3742864,2.1218901,1014,52,25.2,69,32.7,0,19.1
2023-09-13T19:42:49+02:00,41.3742758,2.1218969,1014,52,25.2,69,32.8,0,19.1
2023-09-13T19:42:55+02:00,41.3742724,2.1219172,1014,52,25.1,69,32.6,0,19.1
2023-09-13T19:43:01+02:00,41.3742764,2.1219213,1014,52,25.1,69,32.6,0,19.1
2023-09-13T19:43:07+02:00,41.3742765,2.1219255,1014,52,25.1,69,32.7,0,19.1
2023-09-13T19:43:13+02:00,41.3742768,2.121929,1014,52,25.1,69,32.6,0,19.1
2023-09-13T19:43:19+02:00,41.3742832,2.1219413,1014,52,25.1,69,32.6,0,19.1
2023-09-13T19:43:22+02:00,41.3742855,2.1219476,1014,52,25.1,69,32.5,0,19.0
2023-09-13T19:43:25+02:00,41.374282,2.1219441,1014,52,25.1,69,32.6,0,19.1
2023-09-13T19:43:28+02:00,41.3742748,2.1219416,1014,52,25.1,69,32.6,1,19.1
2023-09-13T19:43:34+02:00,41.37427,2.1219438,1014,52,25.1,69,32.5,0,19.0
2023-09-13T19:43:37+02:00,41.3742696,2.1219471,1014,52,25.0,69,32.4,0,19.0
2023-09-13T19:43:40+02:00,41.3742689,2.1219481,1014,51,25.0,69,32.5,0,19.0
2023-09-13T19:43:46+02:00,41.3742632,2.1219478,1014,52,25.1,69,32.6,0,19.1
2023-09-13T19:43:52+02:00,41.3742572,2.1219475,1014,52,25.0,69,32.5,0,19.0
2023-09-13T19:43:55+02:00,41.374251,2.1219459,1014,52,25.0,69,32.5,0,19.0
2023-09-13T19:43:58+02:00,41.3742486,2.1219461,1014,52,25.0,69,32.5,0,19.0
2023-09-13T19:44:01+02:00,41.3742476,2.1219447,1015,51,25.0,69,32.4,0,19.0
2023-09-13T19:44:04+02:00,41.3742405,2.1219433,1014,51,25.0,69,32.4,1,18.9
2023-09-13T19:44:10+02:00,41.3742533,2.1219413,1014,52,25.0,69,32.4,1,19.0
2023-09-13T19:44:13+02:00,41.3742573,2.1219405,1014,52,25.0,69,32.4,0,19.0
2023-09-13T19:44:19+02:00,41.3742624,2.1219375,1014,52,25.0,69,32.4,0,19.0
2023-09-13T19:44:22+02:00,41.3742626,2.1219412,1014,51,25.0,69,32.4,0,19.0
