Time,Lat,Lon,Temp[°C],Press[mbar],DP[°C],Hum[%],HDX[°C],Speed[km/h],Alt[m]
2023-09-06 19:57:36+02:00,41.3745581,2.1197071,25.1,1013,18.9,68,32.5,0,57
2023-09-06 19:57:42+02:00,41.3745581,2.1197071,25.0,1013,18.8,68,32.3,0,57
2023-09-06 19:57:45+02:00,41.3745579,2.1197069,25.1,1013,18.8,68,32.4,0,57
2023-09-06 19:57:48+02:00,41.374558,2.1197068,25.0,1013,18.8,68,32.3,0,56
2023-09-06 19:57:51+02:00,41.3745579,2.1197069,25.0,1013,18.8,68,32.3,0,57
2023-09-06 19:57:57+02:00,41.3745578,2.1197175,25.0,1013,18.7,68,32.2,2,57
2023-09-06 19:58:03+02:00,41.374504,2.1197971,25.0,1013,18.7,68,32.2,3,57
2023-09-06 19:58:09+02:00,41.3744632,2.1198736,25.0,1013,18.8,68,32.3,2,56
2023-09-06 19:58:12+02:00,41.3744781,2.11991,25.0,1013,18.8,68,32.4,2,56
2023-09-06 19:58:15+02:00,41.374483,2.119935,25.0,1013,18.7,68,32.3,2,56
2023-09-06 19:58:21+02:00,41.3745335,2.1199637,25.0,1013,18.7,67,32.3,2,57
2023-09-06 19:58:24+02:00,41.3745479,2.1199819,25.0,1013,18.7,68,32.3,1,56
2023-09-06 19:58:27+02:00,41.3745564,2.1200021,25.0,1013,18.7,67,32.2,3,56
2023-09-06 19:58:33+02:00,41.3745845,2.1200674,25.0,1013,18.7,67,32.2,3,56
2023-09-06 19:58:36+02:00,41.3746004,2.1200977,25.0,1013,18.7,67,32.2,3,56
2023-09-06 19:58:39+02:00,41.3746004,2.1201285,25.0,1013,18.7,67,32.2,3,56
2023-09-06 19:58:45+02:00,41.3746115,2.1201758,25.0,1013,18.7,68,32.2,2,55
2023-09-06 19:58:48+02:00,41.3746306,2.1202061,25.0,1013,18.7,67,32.2,3,56
2023-09-06 19:58:51+02:00,41.3746488,2.1202341,25.1,1013,18.7,67,32.3,2,55
2023-09-06 19:58:54+02:00,41.3746599,2.1202618,25.0,1013,18.6,67,32.2,2,55
2023-09-06 19:59:00+02:00,41.37471,2.1203172,25.0,1013,18.7,68,32.3,3,55
2023-09-06 19:59:09+02:00,41.3747776,2.1203944,25.0,1013,18.7,68,32.2,2,55
2023-09-06 19:59:12+02:00,41.374824,2.120417,25.0,1013,18.8,68,32.3,3,55
2023-09-06 19:59:15+02:00,41.3748791,2.1204214,25.1,1013,18.8,68,32.4,3,54
2023-09-06 19:59:18+02:00,41.3748927,2.120425,25.1,1013,18.8,68,32.4,3,55
2023-09-06 19:59:21+02:00,41.3748854,2.1204345,25.1,1013,18.8,67,32.3,2,55
2023-09-06 19:59:27+02:00,41.3748561,2.1204953,25.1,1013,18.7,67,32.3,2,54
2023-09-06 19:59:33+02:00,41.3748234,2.1205307,25.1,1013,18.7,67,32.2,2,54
2023-09-06 19:59:36+02:00,41.3748143,2.1205369,25.1,1013,18.7,67,32.2,1,54
2023-09-06 19:59:42+02:00,41.3748023,2.1205421,25.1,1013,18.7,67,32.3,1,54
2023-09-06 19:59:48+02:00,41.3747995,2.120543,25.1,1013,18.7,67,32.3,1,54
2023-09-06 19:59:51+02:00,41.3748024,2.1205488,25.0,1013,18.6,67,32.2,1,54
2023-09-06 19:59:54+02:00,41.3748115,2.1205709,25.1,1013,18.7,67,32.3,1,54
2023-09-06 20:00:00+02:00,41.3748313,2.120635,25.0,1013,18.7,67,32.2,2,54
2023-09-06 20:00:06+02:00,41.374871,2.1207055,25.0,1013,18.6,67,32.2,2,54
2023-09-06 20:00:12+02:00,41.3748978,2.1207665,25.0,1013,18.6,67,32.2,2,54
2023-09-06 20:00:18+02:00,41.374937,2.1208391,25.0,1013,18.6,67,32.2,3,53
2023-09-06 20:00:21+02:00,41.3749571,2.1208718,25.0,1013,18.6,67,32.2,3,54
2023-09-06 20:00:27+02:00,41.3749912,2.1209359,25.0,1013,18.6,67,32.2,3,53
2023-09-06 20:00:33+02:00,41.3749953,2.1209662,25.1,1013,18.8,68,32.3,2,52
2023-09-06 20:00:36+02:00,41.3749846,2.1210014,25.1,1013,18.8,68,32.4,2,52
2023-09-06 20:00:42+02:00,41.374983,2.1210559,25.1,1013,18.8,68,32.4,2,53
2023-09-06 20:00:48+02:00,41.3749899,2.121086,25.1,1013,18.9,68,32.5,1,53
2023-09-06 20:00:51+02:00,41.3749735,2.1211038,25.1,1013,18.9,68,32.5,1,52
2023-09-06 20:00:54+02:00,41.3749308,2.1211052,25.2,1013,18.9,68,32.5,0,53
2023-09-06 20:00:57+02:00,41.3749023,2.1211017,25.2,1013,18.9,68,32.5,0,53
2023-09-06 20:01:03+02:00,41.374869,2.1211341,25.2,1013,18.9,68,32.6,1,52
2023-09-06 20:01:09+02:00,41.3748238,2.121146,25.2,1014,18.9,68,32.7,1,52
2023-09-06 20:01:12+02:00,41.3747972,2.1211544,25.2,1013,18.9,68,32.7,2,52
2023-09-06 20:01:18+02:00,41.3747404,2.1212325,25.3,1014,18.9,67,32.7,2,51
2023-09-06 20:01:24+02:00,41.3746925,2.1213019,25.4,1014,19.0,67,32.8,2,51
2023-09-06 20:01:30+02:00,41.3746631,2.1213625,25.3,1013,18.9,67,32.8,3,52
2023-09-06 20:01:36+02:00,41.3746546,2.1213785,25.4,1013,18.9,67,32.8,2,52
2023-09-06 20:01:39+02:00,41.3746456,2.1213855,25.4,1014,18.9,67,32.8,2,52
2023-09-06 20:01:42+02:00,41.3746406,2.1213921,25.4,1014,18.8,67,32.7,2,51
2023-09-06 20:01:48+02:00,41.3746304,2.1213953,25.4,1014,18.8,66,32.7,1,52
2023-09-06 20:01:51+02:00,41.3746171,2.121416,25.4,1014,18.8,66,32.8,1,51
2023-09-06 20:01:57+02:00,41.3745935,2.1214844,25.4,1013,18.8,66,32.7,2,52
2023-09-06 20:02:00+02:00,41.3745732,2.1215128,25.5,1014,18.8,66,32.8,2,51
2023-09-06 20:02:06+02:00,41.3745305,2.1215739,25.5,1014,18.8,66,32.8,2,51
2023-09-06 20:02:09+02:00,41.3745193,2.1216011,25.4,1014,18.7,66,32.7,2,50
2023-09-06 20:02:15+02:00,41.3745189,2.1216346,25.5,1014,18.5,65,32.6,2,50
2023-09-06 20:02:18+02:00,41.3745157,2.1216355,25.4,1014,18.5,65,32.5,2,51
2023-09-06 20:02:24+02:00,41.3744889,2.1216146,25.5,1014,18.7,66,32.7,1,51
2023-09-06 20:02:30+02:00,41.3744416,2.1216267,25.4,1014,18.7,66,32.7,2,51
2023-09-06 20:02:36+02:00,41.3743893,2.1216567,25.5,1014,18.7,66,32.8,3,51
2023-09-06 20:02:39+02:00,41.3743734,2.1216855,25.4,1014,18.7,66,32.7,2,51
2023-09-06 20:02:42+02:00,41.3743635,2.121715,25.4,1014,18.7,66,32.7,3,51
2023-09-06 20:02:48+02:00,41.3743378,2.1217984,25.4,1014,18.7,66,32.6,3,50
2023-09-06 20:02:54+02:00,41.3743146,2.1218723,25.4,1014,18.7,66,32.6,3,50
2023-09-06 20:03:00+02:00,41.3742909,2.1219235,25.4,1014,18.6,66,32.6,2,50
2023-09-06 20:03:09+02:00,41.3742973,2.1219503,25.3,1014,18.6,66,32.5,1,50
2023-09-06 20:03:12+02:00,41.3742964,2.1219496,25.4,1014,18.6,66,32.6,0,50
2023-09-06 20:03:15+02:00,41.3742902,2.1219479,25.4,1014,18.6,66,32.6,0,50
2023-09-06 20:03:18+02:00,41.3742836,2.1219512,25.3,1014,18.6,66,32.4,0,50
2023-09-06 20:03:21+02:00,41.3742788,2.1219559,25.3,1014,18.7,66,32.5,0,50
2023-09-06 20:03:27+02:00,41.3742663,2.1219913,25.3,1014,18.6,66,32.5,1,50
2023-09-06 20:03:30+02:00,41.3742675,2.1219929,25.3,1014,18.7,66,32.6,0,50
2023-09-06 20:03:36+02:00,41.3742718,2.1219956,25.2,1014,18.6,66,32.4,0,50
2023-09-06 20:03:42+02:00,41.3742829,2.1219639,25.2,1014,18.6,66,32.4,2,50
2023-09-06 20:03:48+02:00,41.3742967,2.1219607,25.3,1014,18.7,66,32.5,0,50
