Time,Lat,Lon,Temp[°C],Hum[%],Alt[m],Press[mbar],DP[°C],HDX[°C],Gradient[°C/100m],Speed[km/h],Radiation[],BT[dBm],CO2[ppm],mass PM1.0[μg/m3],mass PM2.5[μg/m3],mass PM4[μg/m3],mass PM10[μg/m3],number PM0.5[#/cm3],number PM1.0[#/cm3],number PM2.5[#/cm3],number PM4[#/cm3],number PM10[#/cm3],Typical Part Size[μm],EAQ[],FAQ[],O3[ppb]
2023-09-22 12:41:15+02:00,41.4800731,2.1895412,25.4,40,22,1006,10.9,27.5,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:41:18+02:00,41.4800732,2.1895411,25.3,40,22,1006,10.9,27.5,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:41:24+02:00,41.4800731,2.189541,25.4,39,22,1006,10.7,27.5,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:41:27+02:00,41.4800731,2.189541,25.3,39,22,1006,10.6,27.3,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:41:30+02:00,41.4800731,2.1895409,25.3,39,22,1007,10.5,27.3,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:41:36+02:00,41.480102,2.189518,25.2,39,22,1007,10.5,27.2,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:41:42+02:00,41.4801209,2.1894991,25.2,39,23,1006,10.5,27.2,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:41:45+02:00,41.4801231,2.189497,25.3,39,22,1006,10.7,27.4,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:41:51+02:00,41.4801167,2.1894935,25.3,39,22,1006,10.7,27.4,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:41:57+02:00,41.4801188,2.1894862,25.3,39,22,1006,10.6,27.4,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:42:00+02:00,41.4801135,2.1894664,25.3,39,22,1006,10.5,27.3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:42:06+02:00,41.4801196,2.1894629,25.3,39,22,1007,10.4,27.2,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:42:09+02:00,41.4801231,2.1894638,25.3,39,22,1006,10.7,27.4,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:42:15+02:00,41.4801293,2.189468,25.3,40,22,1006,10.8,27.5,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:42:18+02:00,41.480129,2.1894677,25.3,40,22,1006,10.8,27.4,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:42:24+02:00,41.4801343,2.189474,25.4,39,22,1006,10.6,27.4,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:42:30+02:00,41.4801357,2.1894742,25.4,39,22,1006,10.4,27.3,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:42:36+02:00,41.4801359,2.1894749,25.3,39,22,1006,10.5,27.3,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:42:39+02:00,41.4801359,2.1894751,25.3,39,22,1007,10.5,27.3,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:42:45+02:00,41.4801367,2.1894759,25.3,39,22,1006,10.6,27.4,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-22 12:42:51+02:00,41.4801384,2.1894737,25.3,39,22,1007,10.7,27.4,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
