Time,Lat,Lon,CO2[ppm],mass PM1.0[μg/m3],mass PM2.5[μg/m3],mass PM4[μg/m3],mass PM10[μg/m3],number PM0.5[#/cm3],number PM1.0[#/cm3],number PM2.5[#/cm3],number PM4[#/cm3],number PM10[#/cm3],Typical Part Size[μm],EAQ[],FAQ[],O3[ppb],Temp[°C],Hum[%],Alt[m],Press[mbar],DP[°C],HDX[°C],Gradient[°C/100m],Speed[km/h],Radiation[],BT[dBm]
2023-07-07 12:19:19+02:00,41.385984,2.182777,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.6,60,9,1016,21.6,39.5,-,1,-,-82
2023-07-07 12:19:21+02:00,41.385978,2.18278,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.6,60,9,1016,21.6,39.4,-,1,-,-77
2023-07-07 12:19:22+02:00,41.385978,2.182786,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,60,8,1016,21.5,39.4,-,1,-,-89
2023-07-07 12:19:23+02:00,41.385977,2.182824,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,60,9,1016,21.5,39.4,-,1,-,-78
2023-07-07 12:19:25+02:00,41.38598,2.182833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.5,60,9,1016,21.5,39.3,-,2,-,-64
2023-07-07 12:19:26+02:00,41.385987,2.182865,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,60,9,1016,21.4,39.2,-,1,-,-75
2023-07-07 12:19:28+02:00,41.385986,2.182877,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,60,9,1016,21.4,39.2,-,1,-,-81
2023-07-07 12:19:29+02:00,41.38598,2.182884,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,60,10,1016,21.4,39.1,-,2,-,-75
2023-07-07 12:19:30+02:00,41.385969,2.182894,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,60,9,1016,21.4,39.1,-,2,-,-81
2023-07-07 12:19:32+02:00,41.385964,2.182907,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,60,9,1016,21.4,39.1,-,2,-,-76
2023-07-07 12:19:33+02:00,41.385946,2.182927,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,60,9,1016,21.4,39.1,-,2,-,-70
2023-07-07 12:19:35+02:00,41.385934,2.182946,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,59,9,1016,21.2,38.9,-,2,-,-69
2023-07-07 12:19:36+02:00,41.385918,2.182972,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,59,9,1016,21.2,38.7,-,2,-,-84
2023-07-07 12:19:37+02:00,41.38591,2.18298,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,59,9,1016,21.1,38.7,-,3,-,-79
2023-07-07 12:19:39+02:00,41.385898,2.182986,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.4,59,9,1016,21.2,38.8,-,3,-,-83
2023-07-07 12:19:40+02:00,41.385869,2.183007,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,59,9,1016,21.1,38.7,-,3,-,-79
2023-07-07 12:19:42+02:00,41.38586,2.183014,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,59,9,1016,21.1,38.7,-,2,-,-83
2023-07-07 12:19:43+02:00,41.385856,2.183021,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,59,9,1016,21.1,38.6,-,2,-,-75
2023-07-07 12:19:44+02:00,41.38584,2.18303,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,60,9,1016,21.3,38.9,-,3,-,-70
2023-07-07 12:19:46+02:00,41.385829,2.183034,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.3,60,9,1016,21.3,39.0,-,3,-,-70
2023-07-07 12:19:47+02:00,41.385811,2.183049,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,60,9,1016,21.2,38.7,-,2,-,-95
2023-07-07 12:19:49+02:00,41.385804,2.183058,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,60,9,1016,21.2,38.7,-,1,-,-71
2023-07-07 12:19:50+02:00,41.385807,2.183061,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,60,9,1016,21.2,38.7,-,2,-,-70
2023-07-07 12:19:51+02:00,41.385799,2.18306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.1,60,9,1016,21.1,38.5,-,1,-,-74
2023-07-07 12:19:53+02:00,41.385792,2.183065,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.1,60,9,1016,21.1,38.4,-,1,-,-68
2023-07-07 12:19:54+02:00,41.385771,2.183087,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,60,9,1016,21.0,38.3,-,2,-,-77
2023-07-07 12:19:55+02:00,41.385763,2.183094,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,60,10,1016,21.0,38.3,-,2,-,-76
2023-07-07 12:19:57+02:00,41.38576,2.183098,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,60,9,1016,21.0,38.3,-,2,-,-89
2023-07-07 12:19:58+02:00,41.385734,2.183117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,60,9,1016,20.9,38.1,-,2,-,-67
2023-07-07 12:20:00+02:00,41.385738,2.18313,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,60,9,1016,20.9,38.1,-,3,-,-73
2023-07-07 12:20:01+02:00,41.385736,2.183143,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,60,9,1016,20.9,38.0,-,2,-,-74
2023-07-07 12:20:02+02:00,41.38573,2.183154,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,60,9,1016,20.9,38.0,-,2,-,-82
2023-07-07 12:20:04+02:00,41.385715,2.18316,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,60,9,1016,20.8,37.8,-,3,-,-74
2023-07-07 12:20:05+02:00,41.38569,2.183189,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,60,9,1016,20.8,37.9,-,3,-,-71
2023-07-07 12:20:07+02:00,41.385682,2.183196,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,60,9,1016,20.8,37.9,-,3,-,-73
2023-07-07 12:20:08+02:00,41.38567,2.18322,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,60,9,1016,20.8,37.9,-,3,-,-64
2023-07-07 12:20:09+02:00,41.385661,2.183211,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,60,9,1016,20.8,37.9,-,3,-,-65
2023-07-07 12:20:11+02:00,41.38565,2.183217,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,60,9,1016,20.7,37.7,-,2,-,-63
2023-07-07 12:20:12+02:00,41.385628,2.183221,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,60,9,1016,20.7,37.7,-,2,-,-64
2023-07-07 12:20:14+02:00,41.385626,2.183222,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,60,9,1016,20.7,37.7,-,3,-,-70
2023-07-07 12:20:15+02:00,41.385604,2.183245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,60,8,1016,20.7,37.6,-,3,-,-75
2023-07-07 12:20:17+02:00,41.385599,2.183251,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,60,9,1016,20.6,37.6,-,3,-,-76
2023-07-07 12:20:18+02:00,41.38559,2.183267,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.3,-,3,-,-77
2023-07-07 12:20:19+02:00,41.385578,2.183278,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,60,9,1016,20.6,37.4,-,3,-,-71
2023-07-07 12:20:21+02:00,41.385577,2.183281,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.2,-,3,-,-82
2023-07-07 12:20:22+02:00,41.385566,2.183301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.4,60,9,1016,20.4,37.1,-,3,-,-79
2023-07-07 12:20:24+02:00,41.385568,2.183317,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.4,60,9,1016,20.4,37.1,-,3,-,-77
2023-07-07 12:20:25+02:00,41.385564,2.183344,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.3,-,3,-,-75
2023-07-07 12:20:27+02:00,41.385556,2.183358,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.3,-,3,-,-65
2023-07-07 12:20:28+02:00,41.385535,2.183373,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.3,-,3,-,-66
2023-07-07 12:20:29+02:00,41.38553,2.183384,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.3,-,3,-,-64
2023-07-07 12:20:31+02:00,41.38553,2.183401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,60,9,1016,20.6,37.4,-,3,-,-66
2023-07-07 12:20:32+02:00,41.385521,2.183401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,60,9,1016,20.6,37.4,-,3,-,-64
2023-07-07 12:20:34+02:00,41.385519,2.183414,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.4,-,3,-,-77
2023-07-07 12:20:35+02:00,41.385506,2.183432,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.3,-,3,-,-62
2023-07-07 12:20:37+02:00,41.385497,2.183425,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.4,-,0,-,-73
2023-07-07 12:20:38+02:00,41.385493,2.183412,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.4,-,0,-,-66
2023-07-07 12:20:39+02:00,41.38549,2.183414,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.3,-,1,-,-73
2023-07-07 12:20:41+02:00,41.385483,2.183417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.3,-,1,-,-76
2023-07-07 12:20:42+02:00,41.385478,2.18342,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.2,-,1,-,-63
2023-07-07 12:20:44+02:00,41.385491,2.183431,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.2,-,0,-,-57
2023-07-07 12:20:45+02:00,41.385495,2.183429,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.3,-,0,-,-53
2023-07-07 12:20:46+02:00,41.385494,2.183425,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.2,-,0,-,-56
2023-07-07 12:20:48+02:00,41.385493,2.183422,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.4,61,9,1016,20.6,37.3,-,0,-,-61
2023-07-07 12:20:49+02:00,41.385492,2.183421,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.3,61,9,1016,20.5,37.0,-,0,-,-79
2023-07-07 12:20:51+02:00,41.385493,2.183422,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.2,61,9,1016,20.4,37.0,-,0,-,-66
2023-07-07 12:20:52+02:00,41.385493,2.183421,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,61,9,1016,20.8,37.6,-,0,-,-69
2023-07-07 12:20:53+02:00,41.385493,2.183421,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,62,9,1016,21.0,37.9,-,0,-,-63
2023-07-07 12:20:54+02:00,41.38549,2.183424,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,62,9,1016,21.1,38.1,-,0,-,-51
2023-07-07 12:20:56+02:00,41.38549,2.183424,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,63,9,1016,21.3,38.5,-,0,-,-62
2023-07-07 12:20:57+02:00,41.385489,2.183425,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,63,9,1016,21.4,38.6,-,0,-,-72
2023-07-07 12:20:58+02:00,41.385489,2.183425,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,63,9,1016,21.5,38.7,-,0,-,-65
2023-07-07 12:21:00+02:00,41.385489,2.183426,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,63,9,1016,21.2,38.2,-,0,-,-42
2023-07-07 12:21:01+02:00,41.385489,2.183428,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,63,9,1016,21.1,38.0,-,0,-,-32
2023-07-07 12:21:03+02:00,41.385489,2.183427,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.4,63,9,1016,21.0,37.9,-,0,-,-43
2023-07-07 12:21:04+02:00,41.385486,2.183411,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.4,63,9,1016,21.0,37.8,-,0,-,-39
2023-07-07 12:21:05+02:00,41.385491,2.183419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.4,62,9,1016,20.8,37.5,-,0,-,-39
2023-07-07 12:21:07+02:00,41.38549,2.18342,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.3,62,10,1016,20.7,37.4,-,0,-,-59
2023-07-07 12:21:08+02:00,41.385491,2.183424,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,62,9,1016,21.0,38.0,-,0,-,-66
2023-07-07 12:21:10+02:00,41.385496,2.183426,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,61,9,1016,20.9,37.9,-,0,-,-52
2023-07-07 12:21:11+02:00,41.385507,2.183422,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,61,9,1016,20.9,37.9,-,0,-,-52
2023-07-07 12:21:12+02:00,41.385504,2.183439,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,61,9,1016,21.0,38.1,-,0,-,-68
2023-07-07 12:21:14+02:00,41.385505,2.183435,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,61,9,1016,21.0,38.2,-,0,-,-58
2023-07-07 12:21:15+02:00,41.385505,2.183442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,61,9,1016,21.1,38.3,-,0,-,-56
2023-07-07 12:21:16+02:00,41.385507,2.183466,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,61,9,1016,21.1,38.4,-,0,-,-50
2023-07-07 12:21:18+02:00,41.385511,2.183466,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,61,9,1016,21.2,38.5,-,0,-,-62
2023-07-07 12:21:19+02:00,41.385512,2.18347,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,61,10,1016,21.2,38.5,-,0,-,-55
2023-07-07 12:21:21+02:00,41.385511,2.183483,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,61,9,1016,21.2,38.5,-,0,-,-55
2023-07-07 12:21:22+02:00,41.385516,2.183493,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,61,9,1016,21.2,38.6,-,0,-,-53
2023-07-07 12:21:23+02:00,41.385517,2.183492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.1,61,9,1016,21.3,38.7,-,0,-,-54
2023-07-07 12:21:25+02:00,41.385518,2.183491,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.1,61,9,1016,21.3,38.7,-,0,-,-53
2023-07-07 12:21:26+02:00,41.385519,2.183492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.1,61,9,1016,21.3,38.8,-,0,-,-52
2023-07-07 12:21:27+02:00,41.385519,2.183492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,61,9,1016,21.4,38.8,-,0,-,-53
2023-07-07 12:21:28+02:00,41.385518,2.18349,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,61,9,1016,21.4,38.8,-,0,-,-53
2023-07-07 12:21:29+02:00,41.385518,2.183489,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,61,9,1016,21.4,38.9,-,0,-,-55
2023-07-07 12:21:31+02:00,41.385518,2.183488,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,61,9,1016,21.4,38.9,-,0,-,-48
2023-07-07 12:21:32+02:00,41.385528,2.183492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,61,9,1016,21.4,38.9,-,0,-,-50
2023-07-07 12:21:33+02:00,41.385532,2.183485,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,61,9,1016,21.4,38.9,-,0,-,-46
2023-07-07 12:21:35+02:00,41.385528,2.183481,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,61,9,1016,21.4,39.0,-,0,-,-47
2023-07-07 12:21:36+02:00,41.385531,2.183479,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,61,9,1016,21.4,38.9,-,0,-,-44
2023-07-07 12:21:38+02:00,41.385532,2.183477,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,61,9,1016,21.4,38.9,-,0,-,-48
2023-07-07 12:21:39+02:00,41.38554,2.18349,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,61,10,1016,21.4,38.8,-,0,-,-53
2023-07-07 12:21:41+02:00,41.385547,2.183514,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.2,61,10,1016,21.4,38.8,-,0,-,-55
2023-07-07 12:21:42+02:00,41.385567,2.183518,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,61,10,1016,21.2,38.5,-,1,-,-58
2023-07-07 12:21:43+02:00,41.385569,2.18353,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,61,9,1016,21.2,38.5,-,1,-,-66
2023-07-07 12:21:44+02:00,41.38559,2.183517,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,61,9,1016,21.1,38.3,-,1,-,-55
2023-07-07 12:21:46+02:00,41.385597,2.183522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,61,9,1016,21.2,38.5,-,1,-,-55
2023-07-07 12:21:47+02:00,41.385609,2.183543,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,61,9,1016,21.2,38.6,-,0,-,-49
2023-07-07 12:21:48+02:00,41.385611,2.183548,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,61,9,1016,21.1,38.2,-,0,-,-57
2023-07-07 12:21:50+02:00,41.385615,2.183552,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,60,9,1016,20.9,38.0,-,0,-,-61
2023-07-07 12:21:51+02:00,41.385616,2.183584,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,60,9,1016,21.0,38.2,-,0,-,-54
2023-07-07 12:21:53+02:00,41.385617,2.183594,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,60,9,1016,20.9,38.2,-,0,-,-53
2023-07-07 12:21:54+02:00,41.385617,2.183587,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,60,9,1016,20.9,38.1,-,0,-,-57
2023-07-07 12:21:55+02:00,41.385611,2.183591,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.0,60,9,1016,21.0,38.2,-,0,-,-63
2023-07-07 12:21:57+02:00,41.385611,2.183572,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,60,10,1016,20.9,38.1,-,0,-,-54
2023-07-07 12:21:58+02:00,41.385612,2.183572,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,60,9,1016,20.7,37.7,-,0,-,-52
2023-07-07 12:21:59+02:00,41.385612,2.183573,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,59,9,1016,20.6,37.6,-,0,-,-50
2023-07-07 12:22:01+02:00,41.385613,2.183575,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,59,9,1016,20.4,37.3,-,0,-,-52
2023-07-07 12:22:02+02:00,41.385611,2.183568,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,59,9,1016,20.5,37.4,-,0,-,-58
2023-07-07 12:22:04+02:00,41.385617,2.18357,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,59,10,1016,20.5,37.5,-,0,-,-53
2023-07-07 12:22:05+02:00,41.385614,2.18359,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,59,9,1016,20.6,37.6,-,0,-,-60
2023-07-07 12:22:06+02:00,41.385614,2.183589,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,59,10,1016,20.6,37.6,-,0,-,-69
2023-07-07 12:22:08+02:00,41.385614,2.183588,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,60,9,1016,20.8,37.8,-,0,-,-50
2023-07-07 12:22:09+02:00,41.385616,2.183585,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,60,9,1016,20.8,37.8,-,0,-,-53
2023-07-07 12:22:11+02:00,41.385632,2.18357,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,60,9,1016,20.5,37.3,-,0,-,-47
2023-07-07 12:22:12+02:00,41.385641,2.183545,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,60,9,1016,20.7,37.6,-,0,-,-52
2023-07-07 12:22:13+02:00,41.385644,2.183533,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,60,9,1016,20.7,37.7,-,0,-,-56
2023-07-07 12:22:15+02:00,41.385635,2.183519,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,60,9,1016,20.7,37.7,-,0,-,-58
2023-07-07 12:22:16+02:00,41.385628,2.183496,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,61,9,1016,21.0,38.1,-,0,-,-50
2023-07-07 12:22:17+02:00,41.385628,2.183492,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,61,9,1016,21.0,38.1,-,0,-,-60
2023-07-07 12:22:19+02:00,41.385627,2.183485,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,61,10,1016,21.0,38.1,-,0,-,-64
2023-07-07 12:22:20+02:00,41.385629,2.183482,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,61,10,1016,21.0,38.2,-,0,-,-60
2023-07-07 12:22:22+02:00,41.385629,2.183481,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,62,9,1016,21.1,38.2,-,0,-,-62
2023-07-07 12:22:23+02:00,41.385625,2.18348,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,62,9,1016,21.1,38.1,-,0,-,-52
2023-07-07 12:22:24+02:00,41.385625,2.183478,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,62,10,1016,21.0,38.0,-,0,-,-59
2023-07-07 12:22:25+02:00,41.385625,2.183478,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,62,10,1016,20.9,37.8,-,0,-,-52
2023-07-07 12:22:27+02:00,41.385618,2.183458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,62,9,1016,20.9,37.7,-,0,-,-41
2023-07-07 12:22:28+02:00,41.385617,2.183458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.4,62,9,1016,20.8,37.6,-,0,-,-37
2023-07-07 12:22:29+02:00,41.385617,2.183458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.3,61,9,1016,20.5,37.2,-,0,-,-44
2023-07-07 12:22:31+02:00,41.38562,2.183458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.3,62,9,1016,20.7,37.4,-,0,-,-41
2023-07-07 12:22:32+02:00,41.385621,2.183459,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.4,62,9,1016,20.8,37.5,-,0,-,-41
2023-07-07 12:22:34+02:00,41.385621,2.183459,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.4,62,9,1016,20.8,37.6,-,0,-,-40
2023-07-07 12:22:35+02:00,41.385623,2.18346,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,63,9,1016,21.2,38.2,-,0,-,-58
2023-07-07 12:22:36+02:00,41.385623,2.18346,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,62,9,1016,21.1,38.1,-,0,-,-52
2023-07-07 12:22:38+02:00,41.385623,2.183462,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.5,61,9,1016,20.7,37.6,-,0,-,-57
2023-07-07 12:22:39+02:00,41.385627,2.18346,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,61,9,1016,20.9,38.0,-,0,-,-50
2023-07-07 12:22:41+02:00,41.385629,2.183458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,60,9,1016,20.8,37.8,-,0,-,-53
2023-07-07 12:22:42+02:00,41.385632,2.183456,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,59,9,1016,20.6,37.6,-,0,-,-53
2023-07-07 12:22:43+02:00,41.385633,2.183456,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,59,10,1016,20.6,37.7,-,0,-,-55
2023-07-07 12:22:45+02:00,41.385633,2.183455,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.8,59,10,1016,20.6,37.6,-,0,-,-57
2023-07-07 12:22:46+02:00,41.385634,2.183453,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,59,9,1016,20.7,37.7,-,0,-,-51
2023-07-07 12:22:47+02:00,41.385634,2.183454,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,58,9,1016,20.3,37.3,-,0,-,-52
2023-07-07 12:22:49+02:00,41.385638,2.183453,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,58,9,1016,20.2,37.1,-,0,-,-51
2023-07-07 12:22:50+02:00,41.385644,2.183446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,59,9,1016,20.7,37.8,-,0,-,-62
2023-07-07 12:22:52+02:00,41.385645,2.183446,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,59,9,1016,20.7,37.8,-,0,-,-55
2023-07-07 12:22:53+02:00,41.385647,2.183448,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,59,9,1016,20.7,37.9,-,0,-,-56
2023-07-07 12:22:54+02:00,41.385647,2.183447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,59,9,1016,20.7,37.8,-,0,-,-50
2023-07-07 12:22:56+02:00,41.385647,2.183445,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,59,10,1016,20.7,37.8,-,0,-,-51
2023-07-07 12:22:57+02:00,41.385653,2.183433,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.9,59,9,1016,20.7,37.8,-,0,-,-53
2023-07-07 12:22:59+02:00,41.385657,2.183432,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7,60,9,1016,20.7,37.8,-,0,-,-54
2023-07-07 12:23:00+02:00,41.385665,2.183424,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,60,9,1016,20.6,37.4,-,0,-,-50
2023-07-07 12:23:01+02:00,41.385665,2.183401,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.4,60,9,1016,20.4,37.2,-,0,-,-55
2023-07-07 12:23:03+02:00,41.385666,2.183398,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.4,60,10,1016,20.4,37.1,-,0,-,-51
2023-07-07 12:23:04+02:00,41.385667,2.183396,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.3,60,9,1016,20.3,36.9,-,0,-,-59
2023-07-07 12:23:05+02:00,41.385668,2.183394,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.6,61,9,1016,20.8,37.7,-,0,-,-53
