Time,Lat,Lon,Temp[°C],Hum[%],Alt[m],Press[mbar],DP[°C],HDX[°C],Gradient[°C/100m],Speed[km/h],Radiation[],BT[dBm],CO2[ppm],mass PM1.0[μg/m3],mass PM2.5[μg/m3],mass PM4[μg/m3],mass PM10[μg/m3],number PM0.5[#/cm3],number PM1.0[#/cm3],number PM2.5[#/cm3],number PM4[#/cm3],number PM10[#/cm3],Typical Part Size[μm],EAQ[],FAQ[],O3[ppb]
2023-09-15T12:40:37+02:00,41.480076,2.189457,27.4,66,32,1012,20.6,36.5,-,0,-,-52,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-15T12:40:39+02:00,41.480076,2.189456,27.4,66,32,1012,20.6,36.5,-,0,-,-53,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-15T12:40:40+02:00,41.480076,2.189455,27.4,66,31,1012,20.6,36.4,-,0,-,-54,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-15T12:40:41+02:00,41.480076,2.189454,27.4,66,31,1012,20.6,36.4,-,0,-,-52,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-15T12:40:43+02:00,41.480075,2.189451,27.4,66,32,1012,20.6,36.5,-,0,-,-51,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-15T12:40:44+02:00,41.480075,2.189451,27.4,66,32,1012,20.6,36.5,-,0,-,-56,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-15T12:40:45+02:00,41.480074,2.189452,27.4,65,32,1012,20.4,36.2,-,0,-,-53,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-15T12:40:47+02:00,41.480074,2.189452,27.4,65,32,1012,20.4,36.3,-,0,-,-52,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-15T12:40:48+02:00,41.480072,2.18945,27.4,65,32,1012,20.4,36.3,-,0,-,-52,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-15T12:40:50+02:00,41.480072,2.189449,27.4,65,32,1012,20.4,36.2,-,0,-,-55,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-15T12:40:51+02:00,41.48007,2.189446,27.4,65,32,1012,20.4,36.2,-,0,-,-45,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2023-09-15T12:40:52+02:00,41.48007,2.189446,27.5,66,32,1012,20.7,36.6,-,0,-,-52,-,-,-,-,-,-,-,-,-,-,-,-,-,-
